id_municipio,Municipio,muni_clean,provincia,poblacion,censo,1_avance,particip_1_avance,2_avance,particip_2_avance,total_votantes,particip_total,v_nulos,votos_validos,v_blanco,total_votos_candid,ganador,por_ganador,segundo,por_segundo,PSOE,PP,Cs,Podemos,VOX,UPL,XAV,Otros,psoe_por,pp_por,cs_por,podemos_por,vox_por,upl_por,xav_por,otros_por
42001,ABEJAR,Abejar,Soria,273,251,117,"46,6",166,"66,1",204,"81,3",0,204,2,202,PSOE,"50,5",PP,"25,5",103,52,18,7,13,0,0,9,"50,5","25,5","8,8","3,4","6,4","0,0","0,0","4,4"
42003,ADRADAS,Adradas,Soria,55,68,23,"33,8",43,"63,2",60,"88,2",1,59,1,58,Otros,"37,3",PP,"22,0",12,13,8,1,2,0,0,22,"20,3","22,0","13,6","1,7","3,4","0,0","0,0","37,3"
42004,AGREDA,Ágreda,Soria,3006,2290,986,"43,1",1423,"62,1",1799,"78,6",23,1776,27,1749,PSOE,"44,0",PP,"24,7",782,438,180,37,104,0,0,208,"44,0","24,7","10,1","2,1","5,9","0,0","0,0","11,7"
42006,ALCONABA,Alconaba,Soria,196,152,76,"50,0",96,"63,2",117,"77,0",3,114,1,113,PSOE,"30,7",PSOE,"30,7",35,35,19,6,5,0,0,13,"30,7","30,7","16,7","5,3","4,4","0,0","0,0","11,4"
42007,ALCUBILLA DE AVELLANEDA,Alcubilla de Avellaneda,Soria,116,108,64,"59,3",73,"67,6",82,"75,9",0,82,2,80,PP,"52,4",PSOE,"23,2",19,43,9,0,2,0,0,7,"23,2","52,4","11,0","0,0","2,4","0,0","0,0","8,5"
42008,ALCUBILLA DE LAS PEÑAS,Alcubilla de las Peñas,Soria,51,56,20,"35,7",35,"62,5",44,"78,6",1,43,0,43,PP,"60,5",PSOE,"16,3",7,26,1,2,2,0,0,5,"16,3","60,5","2,3","4,7","4,7","0,0","0,0","11,6"
42009,ALDEALAFUENTE,Aldealafuente,Soria,86,78,31,"39,7",47,"60,3",65,"83,3",0,65,5,60,PP,"43,1",PSOE,"18,5",12,28,8,1,6,0,0,5,"18,5","43,1","12,3","1,5","9,2","0,0","0,0","7,7"
42010,ALDEALICES,Aldealices,Soria,29,21,6,"28,6",8,"38,1",17,"81,0",0,17,1,16,PP,"70,6",PSOE,"5,9",1,12,1,1,0,0,0,1,"5,9","70,6","5,9","5,9","0,0","0,0","0,0","5,9"
42011,ALDEALPOZO,Aldealpozo,Soria,17,17,0,"0,0",3,"17,6",12,"70,6",0,12,0,12,PP,"58,3",Cs,"25,0",2,7,3,0,0,0,0,0,"16,7","58,3","25,0","0,0","0,0","0,0","0,0","0,0"
42012,ALDEALSEÑOR,Aldealseñor,Soria,32,29,13,"44,8",17,"58,6",25,"86,2",0,25,0,25,PSOE,"32,0",PP,"28,0",8,7,3,0,1,0,0,6,"32,0","28,0","12,0","0,0","4,0","0,0","0,0","24,0"
42013,ALDEHUELA DE PERIÁÑEZ,Aldehuela de Periáñez,Soria,33,37,10,"27,0",15,"40,5",24,"64,9",0,24,0,24,PSOE,"62,5",PP,"25,0",15,6,1,1,0,0,0,1,"62,5","25,0","4,2","4,2","0,0","0,0","0,0","4,2"
42014,LAS ALDEHUELAS,Las Aldehuelas,Soria,56,59,19,"32,2",26,"44,1",43,"72,9",0,43,0,43,PSOE,"37,2",PSOE,"37,2",16,16,7,0,2,0,0,2,"37,2","37,2","16,3","0,0","4,7","0,0","0,0","4,7"
42015,ALENTISQUE,Alentisque,Soria,26,31,10,"32,3",12,"38,7",26,"83,9",0,26,0,26,PP,"46,2",PSOE,"23,1",6,12,3,0,1,0,0,4,"23,1","46,2","11,5","0,0","3,8","0,0","0,0","15,4"
42016,ALIUD,Aliud,Soria,22,21,8,"38,1",10,"47,6",16,"76,2",0,16,0,16,PP,"37,5",Cs,"18,8",2,6,3,2,0,0,0,3,"12,5","37,5","18,8","12,5","0,0","0,0","0,0","18,8"
42017,ALMAJANO,Almajano,Soria,188,130,56,"43,1",86,"66,2",104,"80,0",2,102,2,100,PSOE,"58,8",PP,"20,6",60,21,2,3,4,0,0,10,"58,8","20,6","2,0","2,9","3,9","0,0","0,0","9,8"
42018,ALMALUEZ,Almaluez,Soria,124,132,52,"39,4",69,"52,3",99,"75,0",1,98,1,97,PP,"44,9",Otros,"23,5",16,44,9,2,3,0,0,23,"16,3","44,9","9,2","2,0","3,1","0,0","0,0","23,5"
42019,ALMARZA,Almarza,Soria,640,510,244,"47,8",334,"65,5",417,"81,8",1,416,6,410,Otros,"39,4",PSOE,"27,2",113,75,32,17,9,0,0,164,"27,2","18,0","7,7","4,1","2,2","0,0","0,0","39,4"
42020,ALMAZÁN,Almazán,Soria,5411,4175,1391,"33,3",2098,"50,3",2809,"67,3",32,2777,19,2758,PSOE,"43,2",Otros,"23,9",1200,476,250,100,68,0,0,664,"43,2","17,1","9,0","3,6","2,4","0,0","0,0","23,9"
42021,ALMAZUL,Almazul,Soria,65,66,22,"33,3",37,"56,1",49,"74,2",2,47,3,44,PP,"40,4",PSOE,"27,7",13,19,6,1,1,0,0,4,"27,7","40,4","12,8","2,1","2,1","0,0","0,0","8,5"
42022,ALMENAR DE SORIA,Almenar de Soria,Soria,233,207,93,"44,9",137,"66,2",163,"78,7",1,162,3,159,PP,"42,0",PSOE,"19,8",32,68,30,4,18,0,0,7,"19,8","42,0","18,5","2,5","11,1","0,0","0,0","4,3"
42023,ALPANSEQUE,Alpanseque,Soria,54,59,18,"30,5",40,"67,8",49,"83,1",0,49,0,49,PP,"34,7",PSOE,"30,6",15,17,3,1,4,0,0,9,"30,6","34,7","6,1","2,0","8,2","0,0","0,0","18,4"
42024,ARANCÓN,Arancón,Soria,84,86,38,"44,2",57,"66,3",71,"82,6",1,70,1,69,PP,"40,0",PSOE,"31,4",22,28,7,4,4,0,0,4,"31,4","40,0","10,0","5,7","5,7","0,0","0,0","5,7"
42025,ARCOS DE JALÓN,Arcos de Jalón,Soria,1477,1130,462,"40,9",629,"55,7",852,"75,4",7,845,7,838,PP,"42,8",PSOE,"38,6",326,362,77,20,31,0,0,22,"38,6","42,8","9,1","2,4","3,7","0,0","0,0","2,6"
42026,ARENILLAS,Arenillas,Soria,47,22,10,"45,5",13,"59,1",21,"95,5",0,21,0,21,PP,"33,3",PSOE,"28,6",6,7,6,1,0,0,0,1,"28,6","33,3","28,6","4,8","0,0","0,0","0,0","4,8"
42027,ARÉVALO DE LA SIERRA,Arévalo de la Sierra,Soria,73,73,30,"41,1",43,"58,9",55,"75,3",1,54,2,52,PSOE,"42,6",PP,"16,7",23,9,5,3,7,0,0,5,"42,6","16,7","9,3","5,6","13,0","0,0","0,0","9,3"
42028,AUSEJO DE LA SIERRA,Ausejo de la Sierra,Soria,91,76,21,"27,6",51,"67,1",70,"92,1",0,70,4,66,PSOE,"35,7",PP,"28,6",25,20,3,12,1,0,0,5,"35,7","28,6","4,3","17,1","1,4","0,0","0,0","7,1"
42029,BARAONA,Baraona,Soria,127,132,71,"53,8",88,"66,7",108,"81,8",2,106,3,103,PP,"36,8",PSOE,"25,5",27,39,10,0,3,0,0,24,"25,5","36,8","9,4","0,0","2,8","0,0","0,0","22,6"
42030,BARCA,Barca,Soria,108,91,43,"47,3",57,"62,6",70,"76,9",0,70,3,67,PP,"51,4",Cs,"11,4",7,36,8,3,7,0,0,6,"10,0","51,4","11,4","4,3","10,0","0,0","0,0","8,6"
42031,BARCONES,Barcones,Soria,21,26,14,"53,8",19,"73,1",22,"84,6",0,22,1,21,PP,"59,1",PSOE,"22,7",5,13,1,1,1,0,0,0,"22,7","59,1","4,5","4,5","4,5","0,0","0,0","0,0"
42032,BAYUBAS DE ABAJO,Bayubas de Abajo,Soria,135,140,58,"41,4",92,"65,7",112,"80,0",2,110,0,110,PP,"42,7",PSOE,"39,1",43,47,7,3,3,0,0,7,"39,1","42,7","6,4","2,7","2,7","0,0","0,0","6,4"
42033,BAYUBAS DE ARRIBA,Bayubas de Arriba,Soria,61,51,25,"49,0",37,"72,5",46,"90,2",0,46,0,46,PSOE,"43,5",PP,"39,1",20,18,3,0,3,0,0,2,"43,5","39,1","6,5","0,0","6,5","0,0","0,0","4,3"
42034,BERATON,Beratón,Soria,38,43,22,"51,2",27,"62,8",38,"88,4",0,38,0,38,PSOE,"34,2",PP,"28,9",13,11,7,3,2,0,0,2,"34,2","28,9","18,4","7,9","5,3","0,0","0,0","5,3"
42035,BERLANGA DE DUERO,Berlanga de Duero,Soria,872,734,304,"41,4",467,"63,6",559,"76,2",2,557,4,553,PSOE,"49,9",PP,"32,5",278,181,30,12,23,0,0,29,"49,9","32,5","5,4","2,2","4,1","0,0","0,0","5,2"
42036,BLACOS,Blacos,Soria,41,40,22,"55,0",26,"65,0",37,"92,5",0,37,2,35,PSOE,"35,1",Cs,"18,9",13,3,7,7,0,0,0,5,"35,1","8,1","18,9","18,9","0,0","0,0","0,0","13,5"
42037,BLIECOS,Bliecos,Soria,29,29,4,"13,8",12,"41,4",18,"62,1",0,18,0,18,PP,"77,8",PSOE,"16,7",3,14,1,0,0,0,0,0,"16,7","77,8","5,6","0,0","0,0","0,0","0,0","0,0"
42038,BORJABAD,Borjabad,Soria,33,34,9,"26,5",21,"61,8",28,"82,4",0,28,1,27,PP,"57,1",Otros,"21,4",3,16,2,0,0,0,0,6,"10,7","57,1","7,1","0,0","0,0","0,0","0,0","21,4"
42039,BOROBIA,Borobia,Soria,242,215,102,"47,4",132,"61,4",155,"72,1",1,154,11,143,PSOE,"37,7",PP,"16,9",58,26,12,23,18,0,0,6,"37,7","16,9","7,8","14,9","11,7","0,0","0,0","3,9"
42041,BUBEROS,Buberos,Soria,29,31,7,"22,6",12,"38,7",20,"64,5",0,20,1,19,PSOE,"35,0",PP,"25,0",7,5,4,0,3,0,0,0,"35,0","25,0","20,0","0,0","15,0","0,0","0,0","0,0"
42042,BUITRAGO,Buitrago,Soria,72,49,14,"28,6",28,"57,1",41,"83,7",0,41,0,41,PP,"36,6",PSOE,"31,7",13,15,11,0,2,0,0,0,"31,7","36,6","26,8","0,0","4,9","0,0","0,0","0,0"
42043,BURGO DE OSMA-CIUDAD DE OSMA,Burgo de Osma-Ciudad de Osma,Soria,5034,3831,1356,"35,4",2073,"54,1",2713,"70,8",35,2678,20,2658,PSOE,"28,9",PP,"27,9",775,747,255,131,97,0,0,653,"28,9","27,9","9,5","4,9","3,6","0,0","0,0","24,4"
42044,CABREJAS DEL CAMPO,Cabrejas del Campo,Soria,48,53,17,"32,1",29,"54,7",38,"71,7",2,36,0,36,PP,"50,0",PSOE,"19,4",7,18,6,0,2,0,0,3,"19,4","50,0","16,7","0,0","5,6","0,0","0,0","8,3"
42045,CABREJAS DEL PINAR,Cabrejas del Pinar,Soria,346,274,136,"49,6",205,"74,8",235,"85,8",1,234,4,230,PSOE,"39,7",PP,"23,5",93,55,49,2,6,0,0,25,"39,7","23,5","20,9","0,9","2,6","0,0","0,0","10,7"
42046,CALATAÑAZOR,Calatañazor,Soria,49,46,12,"26,1",29,"63,0",39,"84,8",0,39,2,37,PSOE,"28,2",Podemos,"23,1",11,4,4,9,4,0,0,5,"28,2","10,3","10,3","23,1","10,3","0,0","0,0","12,8"
42048,CALTOJAR,Caltojar,Soria,57,59,22,"37,3",40,"67,8",50,"84,7",0,50,0,50,PP,"50,0",PSOE,"26,0",13,25,5,0,3,0,0,4,"26,0","50,0","10,0","0,0","6,0","0,0","0,0","8,0"
42049,CANDILICHERA,Candilichera,Soria,100,110,36,"32,7",52,"47,3",72,"65,5",0,72,1,71,PP,"62,5",PSOE,"20,8",15,45,5,2,2,0,0,2,"20,8","62,5","6,9","2,8","2,8","0,0","0,0","2,8"
42050,CAÑAMAQUE,Cañamaque,Soria,32,27,3,"11,1",7,"25,9",23,"85,2",0,23,0,23,Otros,"52,2",PP,"21,7",0,5,2,0,4,0,0,12,"0,0","21,7","8,7","0,0","17,4","0,0","0,0","52,2"
42051,CARABANTES,Carabantes,Soria,15,15,2,"13,3",6,"40,0",13,"86,7",1,12,0,12,PP,"91,7",Otros,"8,3",0,11,0,0,0,0,0,1,"0,0","91,7","0,0","0,0","0,0","0,0","0,0","8,3"
42052,CARACENA,Caracena,Soria,14,17,7,"41,2",7,"41,2",13,"76,5",0,13,0,13,PP,"76,9",Otros,"15,4",0,10,0,1,0,0,0,2,"0,0","76,9","0,0","7,7","0,0","0,0","0,0","15,4"
42053,CARRASCOSA DE ABAJO,Carrascosa de Abajo,Soria,18,21,9,"42,9",11,"52,4",16,"76,2",0,16,0,16,PP,"81,3",Otros,"12,5",0,13,0,0,1,0,0,2,"0,0","81,3","0,0","0,0","6,3","0,0","0,0","12,5"
42054,CARRASCOSA DE LA SIERRA,Carrascosa de la Sierra,Soria,17,19,7,"36,8",9,"47,4",17,"89,5",0,17,0,17,PSOE,"64,7",PP,"23,5",11,4,1,0,0,0,0,1,"64,7","23,5","5,9","0,0","0,0","0,0","0,0","5,9"
42055,CASAREJOS,Casarejos,Soria,156,163,78,"47,9",112,"68,7",134,"82,2",1,133,1,132,PP,"34,6",PSOE,"32,3",43,46,10,6,7,0,0,20,"32,3","34,6","7,5","4,5","5,3","0,0","0,0","15,0"
42056,CASTILFRIO DE LA SIERRA,Castilfrío de la Sierra,Soria,35,28,11,"39,3",20,"71,4",24,"85,7",1,23,0,23,PP,"56,5",PSOE,"13,0",3,13,2,1,3,0,0,1,"13,0","56,5","8,7","4,3","13,0","0,0","0,0","4,3"
42057,CASTILRUIZ,Castilruiz,Soria,153,148,36,"24,3",56,"37,8",75,"50,7",1,74,3,71,PP,"52,7",PSOE,"18,9",14,39,10,3,1,0,0,4,"18,9","52,7","13,5","4,1","1,4","0,0","0,0","5,4"
42058,CASTILLEJO DE ROBLEDO,Castillejo de Robledo,Soria,104,102,50,"49,0",67,"65,7",84,"82,4",2,82,0,82,PP,"64,6",PSOE,"15,9",13,53,10,0,1,0,0,5,"15,9","64,6","12,2","0,0","1,2","0,0","0,0","6,1"
42059,CENTENERA DE ANDALUZ,Centenera de Andaluz,Soria,21,20,0,"0,0",7,"35,0",16,"80,0",0,16,0,16,PP,"37,5",Cs,"31,3",1,6,5,0,2,0,0,2,"6,3","37,5","31,3","0,0","12,5","0,0","0,0","12,5"
42060,CERBÓN,Cerbón,Soria,30,29,4,"13,8",9,"31,0",17,"58,6",0,17,1,16,PP,"70,6",Otros,"11,8",1,12,0,0,1,0,0,2,"5,9","70,6","0,0","0,0","5,9","0,0","0,0","11,8"
42061,CIDONES,Cidones,Soria,302,270,124,"45,9",168,"62,2",203,"75,2",1,202,4,198,PSOE,"32,2",Otros,"20,3",65,37,35,11,9,0,0,41,"32,2","18,3","17,3","5,4","4,5","0,0","0,0","20,3"
42062,CIGUDOSA,Cigudosa,Soria,20,20,3,"15,0",9,"45,0",13,"65,0",0,13,0,13,PSOE,"53,8",PP,"30,8",7,4,0,2,0,0,0,0,"53,8","30,8","0,0","15,4","0,0","0,0","0,0","0,0"
42063,CIHUELA,Cihuela,Soria,47,46,20,"43,5",30,"65,2",41,"89,1",1,40,2,38,PP,"57,5",PSOE,"32,5",13,23,1,1,0,0,0,0,"32,5","57,5","2,5","2,5","0,0","0,0","0,0","0,0"
42064,CIRIA,Ciria,Soria,76,83,33,"39,8",54,"65,1",71,"85,5",0,71,0,71,PSOE,"57,7",PP,"26,8",41,19,5,1,2,0,0,3,"57,7","26,8","7,0","1,4","2,8","0,0","0,0","4,2"
42065,CIRUJALES DEL RÍO,Cirujales del Río,Soria,20,23,5,"21,7",11,"47,8",20,"87,0",0,20,0,20,PP,"45,0",PSOE,"25,0",5,9,2,1,0,0,0,3,"25,0","45,0","10,0","5,0","0,0","0,0","0,0","15,0"
42068,COSCURITA,Coscurita,Soria,72,78,31,"39,7",43,"55,1",59,"75,6",0,59,2,57,PP,"33,9",Otros,"22,0",9,20,11,0,4,0,0,13,"15,3","33,9","18,6","0,0","6,8","0,0","0,0","22,0"
42069,COVALEDA,Covaleda,Soria,1621,1495,544,"36,4",831,"55,6",1037,"69,4",15,1022,19,1003,PSOE,"41,0",PP,"30,7",419,314,78,74,24,0,0,94,"41,0","30,7","7,6","7,2","2,3","0,0","0,0","9,2"
42070,CUBILLA,Cubilla,Soria,27,32,15,"46,9",18,"56,3",27,"84,4",0,27,0,27,PSOE,"55,6",PP,"25,9",15,7,4,1,0,0,0,0,"55,6","25,9","14,8","3,7","0,0","0,0","0,0","0,0"
42071,CUBO DE LA SOLANA,Cubo de la Solana,Soria,179,163,60,"36,8",83,"50,9",119,"73,0",2,117,2,115,PSOE,"39,3",PSOE,"39,3",46,46,7,3,3,0,0,10,"39,3","39,3","6,0","2,6","2,6","0,0","0,0","8,5"
42073,CUEVA DE AGREDA,Cueva de Ágreda,Soria,67,72,17,"23,6",38,"52,8",56,"77,8",2,54,0,54,PP,"35,2",PSOE,"31,5",17,19,8,2,7,0,0,1,"31,5","35,2","14,8","3,7","13,0","0,0","0,0","1,9"
42075,DÉVANOS,Dévanos,Soria,79,77,41,"53,2",49,"63,6",57,"74,0",1,56,2,54,PP,"35,7",Cs,"23,2",11,20,13,3,2,0,0,5,"19,6","35,7","23,2","5,4","3,6","0,0","0,0","8,9"
42076,DEZA,Deza,Soria,211,201,71,"35,3",105,"52,2",138,"68,7",5,133,0,133,PSOE,"38,3",PP,"33,1",51,44,13,4,4,0,0,17,"38,3","33,1","9,8","3,0","3,0","0,0","0,0","12,8"
42078,DURUELO DE LA SIERRA,Duruelo de la Sierra,Soria,1066,1006,289,"28,7",633,"62,9",785,"78,0",12,773,10,763,PSOE,"38,4",PP,"37,4",297,289,71,17,18,0,0,71,"38,4","37,4","9,2","2,2","2,3","0,0","0,0","9,2"
42079,ESCOBOSA DE ALMAZÁN,Escobosa de Almazán,Soria,20,21,3,"14,3",13,"61,9",20,"95,2",0,20,0,20,PP,"45,0",Otros,"35,0",1,9,3,0,0,0,0,7,"5,0","45,0","15,0","0,0","0,0","0,0","0,0","35,0"
42080,ESPEJA DE SAN MARCELINO,Espeja de San Marcelino,Soria,158,150,50,"33,3",85,"56,7",105,"70,0",0,105,0,105,PP,"42,9",PSOE,"33,3",35,45,6,1,8,0,0,10,"33,3","42,9","5,7","1,0","7,6","0,0","0,0","9,5"
42081,ESPEJÓN,Espejón,Soria,147,132,30,"22,7",64,"48,5",76,"57,6",1,75,0,75,PSOE,"32,0",PP,"21,3",24,16,14,3,3,0,0,15,"32,0","21,3","18,7","4,0","4,0","0,0","0,0","20,0"
42082,ESTEPA DE SAN JUAN,Estepa de San Juan,Soria,9,7,6,"85,7",6,"85,7",7,"100,0",0,7,0,7,PSOE,"28,6",PSOE,"28,6",2,2,2,1,0,0,0,0,"28,6","28,6","28,6","14,3","0,0","0,0","0,0","0,0"
42083,FRECHILLA DE ALMAZAN,Frechilla de Almazán,Soria,20,26,8,"30,8",12,"46,2",22,"84,6",0,22,0,22,PP,"36,4",Otros,"22,7",3,8,0,3,3,0,0,5,"13,6","36,4","0,0","13,6","13,6","0,0","0,0","22,7"
42084,FRESNO DE CARACENA,Fresno de Caracena,Soria,20,20,4,"20,0",13,"65,0",18,"90,0",0,18,0,18,PP,"66,7",Otros,"22,2",2,12,0,0,0,0,0,4,"11,1","66,7","0,0","0,0","0,0","0,0","0,0","22,2"
42085,FUENTEARMEGIL,Fuentearmegil,Soria,160,178,69,"38,8",104,"58,4",128,"71,9",2,126,3,123,PP,"57,1",PSOE,"23,0",29,72,7,3,3,0,0,9,"23,0","57,1","5,6","2,4","2,4","0,0","0,0","7,1"
42086,FUENTECAMBRÓN,Fuentecambrón,Soria,32,33,5,"15,2",7,"21,2",26,"78,8",0,26,2,24,PP,"34,6",Cs,"26,9",5,9,7,1,0,0,0,2,"19,2","34,6","26,9","3,8","0,0","0,0","0,0","7,7"
42087,FUENTECANTOS,Fuentecantos,Soria,66,51,21,"41,2",28,"54,9",44,"86,3",0,44,0,44,Otros,"25,0",Podemos,"22,7",9,7,4,10,3,0,0,11,"20,5","15,9","9,1","22,7","6,8","0,0","0,0","25,0"
42088,FUENTELMONGE,Fuentelmonge,Soria,64,61,23,"37,7",35,"57,4",47,"77,0",1,46,0,46,PP,"50,0",PSOE,"17,4",8,23,6,1,3,0,0,5,"17,4","50,0","13,0","2,2","6,5","0,0","0,0","10,9"
42089,FUENTELSAZ DE SORIA,Fuentelsaz de Soria,Soria,63,57,30,"52,6",34,"59,6",45,"78,9",0,45,0,45,PSOE,"53,3",PP,"35,6",24,16,4,0,0,0,0,1,"53,3","35,6","8,9","0,0","0,0","0,0","0,0","2,2"
42090,FUENTEPINILLA,Fuentepinilla,Soria,82,86,32,"37,2",48,"55,8",69,"80,2",2,67,5,62,PP,"41,8",PSOE,"29,9",20,28,6,0,5,0,0,3,"29,9","41,8","9,0","0,0","7,5","0,0","0,0","4,5"
42092,FUENTES DE MAGAÑA,Fuentes de Magaña,Soria,54,62,28,"45,2",31,"50,0",39,"62,9",1,38,0,38,PSOE,"26,3",PSOE,"26,3",10,8,5,3,10,0,0,2,"26,3","21,1","13,2","7,9","26,3","0,0","0,0","5,3"
42093,FUENTESTRUN,Fuentestrún,Soria,42,36,19,"52,8",26,"72,2",32,"88,9",0,32,2,30,PP,"50,0",PSOE,"21,9",7,16,6,0,0,0,0,1,"21,9","50,0","18,8","0,0","0,0","0,0","0,0","3,1"
42094,GARRAY,Garray,Soria,750,599,240,"40,1",354,"59,1",466,"77,8",6,460,8,452,PSOE,"38,5",PP,"31,1",177,143,56,21,24,0,0,31,"38,5","31,1","12,2","4,6","5,2","0,0","0,0","6,7"
42095,GOLMAYO,Golmayo,Soria,2844,1862,606,"32,5",984,"52,8",1363,"73,2",16,1347,30,1317,PSOE,"39,9",PP,"26,6",537,358,177,94,90,0,0,61,"39,9","26,6","13,1","7,0","6,7","0,0","0,0","4,5"
42096,GÓMARA,Gómara,Soria,294,248,92,"37,1",138,"55,6",162,"65,3",2,160,3,157,PP,"44,4",PSOE,"23,8",38,71,14,13,7,0,0,14,"23,8","44,4","8,8","8,1","4,4","0,0","0,0","8,8"
42097,GORMAZ,Gormaz,Soria,21,14,3,"21,4",4,"28,6",9,"64,3",0,9,1,8,PSOE,"88,9",PP,"0,0",8,0,0,0,0,0,0,0,"88,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
42098,HERRERA DE SORIA,Herrera de Soria,Soria,9,8,4,"50,0",6,"75,0",7,"87,5",0,7,0,7,PSOE,"42,9",Otros,"28,6",3,1,1,0,0,0,0,2,"42,9","14,3","14,3","0,0","0,0","0,0","0,0","28,6"
42100,HINOJOSA DEL CAMPO,Hinojosa del Campo,Soria,28,31,8,"25,8",14,"45,2",25,"80,6",0,25,0,25,PP,"52,0",PSOE,"32,0",8,13,1,2,0,0,0,1,"32,0","52,0","4,0","8,0","0,0","0,0","0,0","4,0"
42103,LANGA DE DUERO,Langa de Duero,Soria,694,555,229,"41,3",347,"62,5",454,"81,8",6,448,5,443,PP,"38,2",PSOE,"30,4",136,171,91,10,11,0,0,24,"30,4","38,2","20,3","2,2","2,5","0,0","0,0","5,4"
42105,LICERAS,Liceras,Soria,47,48,14,"29,2",29,"60,4",39,"81,3",0,39,0,39,PP,"82,1",Cs,"10,3",2,32,4,0,1,0,0,0,"5,1","82,1","10,3","0,0","2,6","0,0","0,0","0,0"
42106,LA LOSILLA,La Losilla,Soria,12,14,6,"42,9",7,"50,0",10,"71,4",0,10,0,10,PP,"30,0",PSOE,"20,0",2,3,1,0,2,0,0,2,"20,0","30,0","10,0","0,0","20,0","0,0","0,0","20,0"
42107,MAGAÑA,Magaña,Soria,68,69,13,"18,8",21,"30,4",52,"75,4",0,52,0,52,PP,"50,0",PSOE,"30,8",16,26,5,1,0,0,0,4,"30,8","50,0","9,6","1,9","0,0","0,0","0,0","7,7"
42108,MAJAN,Maján,Soria,9,10,1,"10,0",2,"20,0",7,"70,0",0,7,0,7,PP,"85,7",Cs,"14,3",0,6,1,0,0,0,0,0,"0,0","85,7","14,3","0,0","0,0","0,0","0,0","0,0"
42110,MATALEBRERAS,Matalebreras,Soria,64,53,16,"30,2",29,"54,7",40,"75,5",0,40,0,40,PP,"50,0",PSOE,"22,5",9,20,3,4,2,0,0,2,"22,5","50,0","7,5","10,0","5,0","0,0","0,0","5,0"
42111,MATAMALA DE ALMAZAN,Matamala de Almazán,Soria,266,280,130,"46,4",182,"65,0",212,"75,7",4,208,6,202,PP,"33,2",PSOE,"31,7",66,69,19,14,10,0,0,24,"31,7","33,2","9,1","6,7","4,8","0,0","0,0","11,5"
42113,MEDINACELI,Medinaceli,Soria,664,520,233,"44,8",321,"61,7",429,"82,5",1,428,8,420,PP,"55,1",PSOE,"27,1",116,236,21,12,17,0,0,18,"27,1","55,1","4,9","2,8","4,0","0,0","0,0","4,2"
42115,MIÑO DE MEDINACELI,Miño de Medinaceli,Soria,83,93,38,"40,9",66,"71,0",88,"94,6",1,87,0,87,PP,"48,3",Otros,"27,6",13,42,2,4,2,0,0,24,"14,9","48,3","2,3","4,6","2,3","0,0","0,0","27,6"
42116,MIÑO DE SAN ESTEBAN,Miño de San Esteban,Soria,43,40,10,"25,0",16,"40,0",28,"70,0",0,28,1,27,PSOE,"53,6",PP,"28,6",15,8,1,1,1,0,0,1,"53,6","28,6","3,6","3,6","3,6","0,0","0,0","3,6"
42117,MOLINOS DE DUERO,Molinos de Duero,Soria,158,132,50,"37,9",74,"56,1",103,"78,0",2,101,2,99,PP,"35,6",Otros,"19,8",14,36,12,6,11,0,0,20,"13,9","35,6","11,9","5,9","10,9","0,0","0,0","19,8"
42118,MOMBLONA,Momblona,Soria,17,21,6,"28,6",9,"42,9",14,"66,7",1,13,0,13,PP,"92,3",PSOE,"7,7",1,12,0,0,0,0,0,0,"7,7","92,3","0,0","0,0","0,0","0,0","0,0","0,0"
42119,MONTEAGUDO DE LAS VICARÍAS,Monteagudo de las Vicarías,Soria,179,147,60,"40,8",71,"48,3",88,"59,9",0,88,5,83,PP,"47,7",PSOE,"15,9",14,42,8,2,7,0,0,10,"15,9","47,7","9,1","2,3","8,0","0,0","0,0","11,4"
42120,MONTEJO DE TIERMES,Montejo de Tiermes,Soria,148,130,52,"40,0",76,"58,5",102,"78,5",0,102,2,100,PSOE,"39,2",PSOE,"39,2",40,40,8,2,3,0,0,7,"39,2","39,2","7,8","2,0","2,9","0,0","0,0","6,9"
42121,MONTENEGRO DE CAMEROS,Montenegro de Cameros,Soria,51,54,23,"42,6",33,"61,1",49,"90,7",0,49,0,49,PSOE,"51,0",PP,"24,5",25,12,3,0,2,0,0,7,"51,0","24,5","6,1","0,0","4,1","0,0","0,0","14,3"
42123,MORÓN DE ALMAZÁN,Morón de Almazán,Soria,191,154,79,"51,3",98,"63,6",114,"74,0",1,113,1,112,PP,"44,2",PSOE,"27,4",31,50,7,2,6,0,0,16,"27,4","44,2","6,2","1,8","5,3","0,0","0,0","14,2"
42124,MURIEL DE LA FUENTE,Muriel de la Fuente,Soria,54,57,20,"35,1",35,"61,4",48,"84,2",0,48,0,48,PSOE,"60,4",PP,"31,3",29,15,2,1,0,0,0,1,"60,4","31,3","4,2","2,1","0,0","0,0","0,0","2,1"
42125,MURIEL VIEJO,Muriel Viejo,Soria,82,75,25,"33,3",48,"64,0",63,"84,0",1,62,0,62,PSOE,"40,3",Cs,"25,8",25,15,16,1,4,0,0,1,"40,3","24,2","25,8","1,6","6,5","0,0","0,0","1,6"
42127,NAFRÍA DE UCERO,Nafría de Ucero,Soria,33,38,12,"31,6",21,"55,3",30,"78,9",0,30,1,29,PP,"43,3",PSOE,"30,0",9,13,3,1,1,0,0,2,"30,0","43,3","10,0","3,3","3,3","0,0","0,0","6,7"
