;;2018;2017;2016;2015
14046;Nueva;22.305;22.468;20.717;19.178
1404601;Nueva;22.553;22.447;20.845;19.328
1404601001;Nueva;21.549;21.290;19.596;18.310
1404601002;Nueva;23.888;23.970;22.497;20.685
1404602;Nueva;22.032;22.490;20.576;19.016
1404602001;Nueva;22.471;23.239;20.612;18.915
1404602002;Nueva;21.741;22.007;20.553;19.081
47102;Nueva;33.809;28.949;28.602;25.624
4710201;Nueva;33.809;28.949;28.602;25.624
4710201001;Nueva;33.809;28.949;28.602;25.624
50192;Nuévalos;31.371;28.836;29.182;28.553
5019201;Nuévalos;31.371;28.836;29.182;28.553
5019201001;Nuévalos;31.371;28.836;29.182;28.553
28100;Nuevo;42.849;41.267;40.552;39.992
2810001;Nuevo;42.849;41.267;40.552;39.992
2810001001;Nuevo;35.469;34.250;32.710;33.000
2810001002;Nuevo;45.269;44.213;43.568;44.701
2810001003;Nuevo;44.469;42.320;41.951;39.566
50193;Nuez;38.214;37.846;36.663;34.967
5019301;Nuez;38.214;37.846;36.663;34.967
5019301001;Nuez;38.214;37.846;36.663;34.967
12082;Nules;32.527;31.303;31.126;29.384
1208201;Nules;30.881;29.486;28.431;27.384
1208201001;Nules;32.241;31.162;30.028;29.215
1208201002;Nules;30.702;29.318;27.824;26.619
1208201003;Nules;30.295;28.591;28.169;27.160
1208201004;Nules;30.957;29.671;28.560;27.518
1208202;Nules;34.025;32.944;33.576;31.202
1208202001;Nules;32.492;33.942;31.133;30.569
1208202002;Nules;28.931;30.701;31.964;31.140
1208202003;Nules;27.958;26.337;24.743;23.577
1208202004;Nules;46.830;44.596;50.066;40.669
1208202005;Nules;30.324;29.851;28.459;28.332
43098;Nulles;37.414;37.045;35.684;33.462
4309801;Nulles;37.414;37.045;35.684;33.462
4309801001;Nulles;37.414;37.045;35.684;33.462
45119;Numancia;28.093;26.934;25.432;25.186
4511901;Numancia;28.093;26.934;25.432;25.186
4511901001;Numancia;26.474;25.548;23.731;23.062
4511901002;Numancia;30.135;28.624;27.528;27.728
45120;Nuño;24.806;26.806;25.529;24.330
4512001;Nuño;24.806;26.806;25.529;24.330
4512001001;Nuño;24.806;26.806;25.529;24.330
10135;Nuñomoral;19.410;18.165;17.855;18.004
1013501;Nuñomoral;19.410;18.165;17.855;18.004
1013501001;Nuñomoral;19.410;18.165;17.855;18.004
31183;Obanos; ; ; ; 
3118301;Obanos; ; ; ; 
3118301001;Obanos; ; ; ; 
14047;Obejo;26.563;25.547;25.200;25.106
1404701;Obejo;26.563;25.547;25.200;25.106
1404701001;Obejo;26.563;25.547;25.200;25.106
44167;Obón;.;.;.;.
4416701;Obón;.;.;.;.
4416701001;Obón;.;.;.;.
45121;Ocaña;28.536;27.798;27.271;26.954
4512101;Ocaña;24.465;24.165;23.226;23.233
4512101001;Ocaña;24.465;24.165;23.226;23.233
4512102;Ocaña;33.634;32.780;31.981;31.851
4512102001;Ocaña;33.015;31.579;29.261;30.475
4512102002;Ocaña;33.874;33.272;33.227;32.484
4512103;Ocaña;26.704;25.934;25.704;25.113
4512103001;Ocaña;26.978;25.753;25.476;24.609
4512103002;Ocaña;26.462;26.100;25.918;25.596
19199;Ocentejo;.;.;.;.
1919901;Ocentejo;.;.;.;.
1919901001;Ocentejo;.;.;.;.
31185;Ochagavía/Otsagabia; ; ; ; 
3118501;Ochagavía/Otsagabia; ; ; ; 
3118501001;Ochagavía/Otsagabia; ; ; ; 
26109;Ochánduri;.;.;.;.
2610901;Ochánduri;.;.;.;.
2610901001;Ochánduri;.;.;.;.
31184;Oco; ; ; ; 
3118401;Oco; ; ; ; 
3118401001;Oco; ; ; ; 
26108;Ocón;31.590;31.224;32.412;30.346
2610801;Ocón;31.590;31.224;32.412;30.346
2610801001;Ocón;31.590;31.224;32.412;30.346
25148;Odèn;47.609;30.712;31.130;29.840
2514801;Odèn;47.609;30.712;31.130;29.840
2514801001;Odèn;47.609;30.712;31.130;29.840
8143;Òdena;41.868;40.133;39.084;36.744
814301;Òdena;41.868;40.133;39.084;36.744
814301001;Òdena;45.918;43.353;42.051;39.590
814301002;Òdena;35.660;35.111;34.439;32.313
31186;Odieta; ; ; ; 
3118601;Odieta; ; ; ; 
3118601001;Odieta; ; ; ; 
44168;Odón;27.063;23.960;24.696;22.207
4416801;Odón;27.063;23.960;24.696;22.207
4416801001;Odón;27.063;23.960;24.696;22.207
24103;Oencia;23.925;21.944;21.223;20.415
2410301;Oencia;23.925;21.944;21.223;20.415
2410301001;Oencia;23.925;21.944;21.223;20.415
17112;Ogassa;41.844;38.259;35.909;34.443
1711201;Ogassa;41.844;38.259;35.909;34.443
1711201001;Ogassa;41.844;38.259;35.909;34.443
18145;Ogíjares;36.168;34.637;33.730;32.384
1814501;Ogíjares;36.168;34.637;33.730;32.384
1814501001;Ogíjares;37.179;36.162;34.860;33.607
1814501002;Ogíjares;31.598;30.498;29.313;28.082
1814501003;Ogíjares;29.726;28.657;27.050;26.168
1814501004;Ogíjares;37.106;35.068;34.315;34.851
1814501005;Ogíjares;40.500;38.554;39.392;37.043
1814501006;Ogíjares;32.011;29.898;29.830;28.112
1814501007;Ogíjares;35.920;34.403;32.004;29.675
1814501008;Ogíjares;57.205;55.327;55.446;53.306
1814501009;Ogíjares;44.013;42.238;40.950;40.404
4067;Ohanes;17.651;17.208;17.237;16.916
406701;Ohanes;17.651;17.208;17.237;16.916
406701001;Ohanes;17.651;17.208;17.237;16.916
36036;Oia;27.837;27.657;27.535;28.079
3603601;Oia;28.525;28.433;28.171;28.301
3603601001;Oia;30.460;30.638;30.042;29.622
3603601002;Oia;26.951;26.614;26.583;27.108
3603602;Oia;25.718;25.293;25.498;27.372
3603602001;Oia;25.718;25.293;25.498;27.372
20063;Oiartzun;47.640;45.643;44.639; 
2006301;Oiartzun;47.640;45.643;44.639; 
2006301001;Oiartzun;53.669;50.926;49.861; 
2006301002;Oiartzun;45.772;44.518;42.183; 
2006301003;Oiartzun;43.801;43.656;42.151; 
2006301004;Oiartzun;41.138;38.778;38.283; 
2006301005;Oiartzun;46.911;43.509;42.416; 
2006301006;Oiartzun;50.554;47.238;48.572; 
2006301007;Oiartzun;51.679;50.834;48.872; 
32053;Oímbra;23.967;22.014;21.624;21.681
3205301;Oímbra;23.967;22.014;21.624;21.681
3205301001;Oímbra;23.967;22.014;21.624;21.681
31187;Oiz; ; ; ; 
3118701;Oiz; ; ; ; 
3118701001;Oiz; ; ; ; 
26110;Ojacastro;28.407;29.607;23.709;24.213
2611001;Ojacastro;28.407;29.607;23.709;24.213
2611001001;Ojacastro;28.407;29.607;23.709;24.213
29076;Ojén;26.591;24.478;23.379;23.039
2907601;Ojén;26.591;24.478;23.379;23.039
2907601001;Ojén;25.867;23.777;22.959;22.634
2907601002;Ojén;28.273;26.105;24.374;24.014
30031;Ojós;26.632;25.469;25.515;25.287
3003101;Ojós;26.632;25.469;25.515;25.287
3003101001;Ojós;26.632;25.469;25.515;25.287
44169;Ojos;26.302;24.407;25.274;24.012
4416901;Ojos;26.302;24.407;25.274;24.012
4416901001;Ojos;26.302;24.407;25.274;24.012
5173;Ojos-Albos;.;.;.;.
517301;Ojos-Albos;.;.;.;.
517301001;Ojos-Albos;.;.;.;.
1042;Okondo; ; ; ; 
104201;Okondo; ; ; ; 
104201001;Okondo; ; ; ; 
20058;Olaberria;38.488;37.649;35.111; 
2005801;Olaberria;38.488;37.649;35.111; 
2005801001;Olaberria;38.488;37.649;35.111; 
31188;Olaibar; ; ; ; 
3118801;Olaibar; ; ; ; 
3118801001;Olaibar; ; ; ; 
31189;Olazti/Olazagutía; ; ; ; 
3118901;Olazti/Olazagutía; ; ; ; 
3118901001;Olazti/Olazagutía; ; ; ; 
44171;Olba;20.190;20.182;19.352;21.226
4417101;Olba;20.190;20.182;19.352;21.226
4417101001;Olba;20.190;20.182;19.352;21.226
34113;Olea;.;.;.;.
3411301;Olea;.;.;.;.
3411301001;Olea;.;.;.;.
15058;Oleiros;56.951;55.735;55.138;52.341
1505801;Oleiros;69.203;68.698;66.243;67.298
1505801001;Oleiros;50.850;50.280;47.984;45.440
1505801002;Oleiros;53.509;48.040;48.915;47.940
1505801003;Oleiros;55.456;54.799;49.940;45.739
1505801004;Oleiros;45.300;43.053;41.443;40.109
1505801005;Oleiros;122.234;122.283;119.002;113.209
1505801006;Oleiros;59.953;57.951;56.713;58.582
1505802;Oleiros;54.976;53.638;53.984;49.525
1505802001;Oleiros;48.259;45.589;45.660;44.458
1505802002;Oleiros;52.120;48.867;46.472;46.100
1505802003;Oleiros;36.240;35.128;35.039;34.221
1505802004;Oleiros;70.622;70.352;74.956;63.947
1505802005;Oleiros;41.946;40.095;38.985;36.998
1505802006;Oleiros;39.342;38.410;37.751;36.836
1505802007;Oleiros;37.855;37.540;35.437;34.596
1505802008;Oleiros;65.273;62.298;59.507;57.460
1505802009;Oleiros;54.497;51.742;51.064;47.487
1505802010;Oleiros;47.098;45.030;46.275;43.409
1505802011;Oleiros;120.429;122.283;119.002;102.945
1505802012;Oleiros;79.467;74.246;81.464;71.474
1505803;Oleiros;43.586;41.905;39.920;38.146
1505803001;Oleiros;37.863;36.843;36.428;31.841
1505803002;Oleiros;46.257;47.090;44.394;43.507
1505803003;Oleiros;45.829;41.337;38.898;38.736
31190;Olejua; ; ; ; 
3119001;Olejua; ; ; ; 
3119001001;Olejua; ; ; ; 
8145;Olèrdola;45.444;43.395;42.053;40.918
814501;Olèrdola;45.444;43.395;42.053;40.918
814501001;Olèrdola;44.367;42.254;40.959;39.647
814501002;Olèrdola;47.072;45.099;43.656;42.773
8146;Olesa;42.686;40.121;38.357;36.139
814601;Olesa;42.686;40.121;38.357;36.139
814601001;Olesa;44.822;44.117;40.759;38.551
814601002;Olesa;40.945;36.697;36.295;34.009
8147;Olesa;42.071;40.040;38.680;37.773
814701;Olesa;42.071;40.040;38.680;37.773
814701001;Olesa;36.485;33.637;32.884;32.902
814701002;Olesa;41.367;39.350;37.254;36.173
814701003;Olesa;41.228;38.895;36.649;35.445
814701004;Olesa;46.505;44.782;43.647;42.578
814701005;Olesa;43.575;42.744;41.781;40.052
814701006;Olesa;38.591;38.140;37.510;36.032
814701007;Olesa;37.395;35.458;34.571;33.531
814701008;Olesa;38.134;37.529;35.074;34.274
814701009;Olesa;48.476;46.066;45.087;43.766
814701010;Olesa;38.531;36.186;34.735;35.410
814701011;Olesa;51.778;48.371;46.197;45.443
814701012;Olesa;43.705; ; ; 
25149;Oliana;38.271;35.770;34.526;34.019
2514901;Oliana;38.271;35.770;34.526;34.019
2514901001;Oliana;38.271;35.770;34.526;34.019
45122;Olías;44.482;42.698;40.746;39.759
4512201;Olías;44.482;42.698;40.746;39.759
4512201001;Olías;35.777;34.812;33.067;32.636
4512201002;Olías;59.724;54.699;53.864;49.713
4512201003;Olías;41.844;40.770;38.749;39.025
4512201004;Olías;42.519;42.557;38.645;38.166
44172;Oliete;24.725;22.747;25.099;23.848
4417201;Oliete;24.725;22.747;25.099;23.848
4417201001;Oliete;24.725;22.747;25.099;23.848
25150;Oliola;57.152;33.481;34.563;33.461
2515001;Oliola;57.152;33.481;34.563;33.461
2515001001;Oliola;57.152;33.481;34.563;33.461
31191;Olite/Erriberri; ; ; ; 
3119101;Olite/Erriberri; ; ; ; 
3119101001;Olite/Erriberri; ; ; ; 
3119102;Olite/Erriberri; ; ; ; 
3119102001;Olite/Erriberri; ; ; ; 
25151;Olius;57.399;43.312;40.236;39.445
2515101;Olius;57.399;43.312;40.236;39.445
2515101001;Olius;57.399;43.312;40.236;39.445
46181;Oliva;29.296;28.011;27.033;26.296
4618101;Oliva;31.102;29.869;28.654;27.835
4618101001;Oliva;28.442;27.201;26.269;24.983
4618101002;Oliva;26.340;25.240;24.104;23.238
4618101003;Oliva;23.189;22.344;21.216;20.575
4618101004;Oliva;18.820;17.558;17.123;17.763
4618101005;Oliva;35.000;34.057;32.996;31.612
4618101006;Oliva;38.016;36.238;34.744;34.761
4618101007;Oliva;32.629;31.570;30.074;28.230
4618102;Oliva;30.103;28.570;27.732;26.979
4618102001;Oliva;30.708;29.603;28.881;28.672
4618102002;Oliva;30.966;28.010;28.156;27.653
4618102003;Oliva;28.374;27.446;26.541;26.098
4618102004;Oliva;31.730;30.345;28.920;28.181
4618102005;Oliva;27.069;25.371;24.805;23.505
4618102006;Oliva;28.416;26.617;26.258;25.317
4618102007;Oliva;32.245;30.827;29.597;28.745
4618103;Oliva;19.015;18.400;18.073;17.909
4618103001;Oliva;19.015;18.400;18.073;17.909
4618104;Oliva;22.226;21.318;20.616;20.123
4618104001;Oliva;22.655;21.852;20.640;20.374
4618104002;Oliva;21.684;20.609;20.582;19.780
6093;Oliva;21.271;20.444;19.684;19.245
609301;Oliva;21.591;20.996;20.539;20.252
609301001;Oliva;21.016;20.853;19.886;19.866
609301002;Oliva;21.980;21.092;20.986;20.518
609302;Oliva;21.130;20.310;19.043;18.513
609302001;Oliva;21.345;20.328;19.156;18.483
609302002;Oliva;20.762;20.279;18.850;18.564
609303;Oliva;21.010;19.774;19.495;19.012
609303001;Oliva;21.010;19.774;19.495;19.012
6094;Oliva;18.903;18.763;18.173;17.858
609401;Oliva;18.940;18.608;18.444;17.940
609401001;Oliva;18.940;18.608;18.444;17.940
609402;Oliva;18.845;19.008;17.724;17.719
609402001;Oliva;18.845;19.008;17.724;17.719
10136;Oliva;23.017;22.294;21.970;22.496
1013601;Oliva;23.017;22.294;21.970;22.496
1013601001;Oliva;23.017;22.294;21.970;22.496
35014;Oliva,;29.199;27.294;24.909;24.201
3501401;Oliva,;29.199;27.294;24.909;24.201
3501401001;Oliva,;37.669;35.738;32.808;31.604
3501401002;Oliva,;33.693;31.247;29.156;28.671
3501401003;Oliva,;25.663;24.596;21.294;20.139
3501401004;Oliva,;28.688;28.713;24.880;24.704
3501401005;Oliva,;28.233;25.601;24.868;24.476
3501401006;Oliva,;26.671;24.639;21.274;20.694
3501401007;Oliva,;27.190;24.414;22.602;21.274
3501401008;Oliva,;25.912;25.021;23.231;21.754
3501401009;Oliva,;28.574;26.246;24.125;23.855
3501401010;Oliva,;29.691; ; ; 
19200;Olivar,;.;.;.;.
1920001;Olivar,;.;.;.;.
1920001001;Olivar,;.;.;.;.
41067;Olivares;25.549;24.152;23.392;22.869
4106701;Olivares;26.760;25.242;24.616;23.808
4106701001;Olivares;28.924;27.181;26.789;26.423
4106701002;Olivares;24.216;22.603;21.727;20.878
4106701003;Olivares;27.671;26.504;25.955;24.879
4106702;Olivares;24.087;22.857;21.939;21.752
4106702001;Olivares;25.227;23.778;22.490;22.884
4106702002;Olivares;22.761;21.785;21.311;20.479
47103;Olivares;28.986;29.586;26.587;25.632
4710301;Olivares;28.986;29.586;26.587;25.632
4710301001;Olivares;28.986;29.586;26.587;25.632
16139;Olivares;20.320;20.165;19.867;18.526
1613901;Olivares;20.320;20.165;19.867;18.526
1613901001;Olivares;20.320;20.165;19.867;18.526
8148;Olivella;42.146;40.459;40.076;38.847
814801;Olivella;42.146;40.459;40.076;38.847
814801001;Olivella;38.373;37.801;36.893;35.896
814801002;Olivella;45.231;42.701;42.676;41.245
6095;Olivenza;24.560;23.626;22.474;21.984
609501;Olivenza;24.560;23.626;22.474;21.984
609501001;Olivenza;26.131;24.243;23.498;23.188
609501002;Olivenza;24.209;23.140;22.372;21.838
609501003;Olivenza;26.463;24.907;23.414;22.677
609501004;Olivenza;26.348;25.899;24.560;24.272
609501005;Olivenza;22.512;21.288;19.900;19.522
609501007;Olivenza;20.716;19.797;19.800;18.875
609501008;Olivenza;22.975;23.251;21.332;20.799
609501009;Olivenza;25.784;24.588;23.278;22.854
26111;Ollauri;33.241;31.733;30.481;30.521
2611101;Ollauri;33.241;31.733;30.481;30.521
2611101001;Ollauri;33.241;31.733;30.481;30.521
46183;Olleria,;30.657;28.409;26.746;25.490
4618301;Olleria,;30.657;28.409;26.746;25.490
4618301001;Olleria,;27.189;25.724;24.799;23.337
4618301002;Olleria,;28.881;25.281;24.766;22.792
4618301003;Olleria,;33.345;30.506;28.295;27.306
4618301004;Olleria,;30.305;29.649;27.450;25.949
4618301005;Olleria,;30.890;27.963;26.446;26.039
19201;Olmeda;.;.;.;.
1920101;Olmeda;.;.;.;.
1920101001;Olmeda;.;.;.;.
19202;Olmeda;.;.;.;.
1920201;Olmeda;.;.;.;.
1920201001;Olmeda;.;.;.;.
16140;Olmeda;.;.;.;.
1614001;Olmeda;.;.;.;.
1614001001;Olmeda;.;.;.;.
28101;Olmeda;43.214;41.309;39.998;41.620
2810101;Olmeda;43.214;41.309;39.998;41.620
2810101001;Olmeda;43.214;41.309;39.998;41.620
16141;Olmeda;24.165;22.896;21.356;19.807
1614101;Olmeda;24.165;22.896;21.356;19.807
1614101001;Olmeda;24.165;22.896;21.356;19.807
16142;Olmedilla;25.824;25.045;25.406;26.002
1614201;Olmedilla;25.824;25.045;25.406;26.002
1614201001;Olmedilla;25.824;25.045;25.406;26.002
16143;Olmedilla;.;.;.;.
1614301;Olmedilla;.;.;.;.
1614301001;Olmedilla;.;.;.;.
9235;Olmedillo;21.480;19.936;21.449;20.388
923501;Olmedillo;21.480;19.936;21.449;20.388
923501001;Olmedillo;21.480;19.936;21.449;20.388
47104;Olmedo;34.584;32.420;31.401;29.170
4710401;Olmedo;31.393;30.740;29.489;27.500
4710401001;Olmedo;31.502;30.868;30.758;28.340
4710401002;Olmedo;31.329;30.665;28.749;26.989
4710402;Olmedo;37.978;34.194;33.378;30.919
4710402001;Olmedo;45.904;39.277;38.421;34.895
4710402002;Olmedo;28.866;28.357;27.466;26.188
37223;Olmedo;.;26.816;27.064;26.740
3722301;Olmedo;.;.;27.064;26.740
3722301001;Olmedo;.;.;27.064;26.740
49138;Olmillos;18.972;18.559;16.785;16.739
4913801;Olmillos;18.972;18.559;16.785;16.739
4913801001;Olmillos;18.972;18.559;16.785;16.739
9236;Olmillos;.;.;.;.
923601;Olmillos;.;.;.;.
923601001;Olmillos;.;.;.;.
47105;Olmos;30.982;30.755;30.671;28.639
4710501;Olmos;30.982;30.755;30.671;28.639
4710501001;Olmos;30.982;30.755;30.671;28.639
34114;Olmos;26.224;25.192;24.580;23.692
3411401;Olmos;26.224;25.192;24.580;23.692
3411401001;Olmos;26.224;25.192;24.580;23.692
47106;Olmos;.;.;.;.
4710601;Olmos;.;.;.;.
4710601001;Olmos;.;.;.;.
44173;Olmos,;26.644;25.397;26.145;26.615
4417301;Olmos,;26.644;25.397;26.145;26.615
4417301001;Olmos,;26.644;25.397;26.145;26.615
46182;Olocau;31.842;31.155;31.057;30.261
4618201;Olocau;31.842;31.155;31.057;30.261
4618201001;Olocau;31.842;31.155;31.057;30.261
12083;Olocau;30.563;29.631;27.014;27.779
1208301;Olocau;30.563;29.631;27.014;27.779
1208301001;Olocau;30.563;29.631;27.014;27.779
40149;Olombrada;26.225;25.585;24.540;22.874
4014901;Olombrada;26.225;25.585;24.540;22.874
4014901001;Olombrada;26.225;25.585;24.540;22.874
31192;Olóriz/Oloritz; ; ; ; 
3119201;Olóriz/Oloritz; ; ; ; 
3119201001;Olóriz/Oloritz; ; ; ; 
8149;Olost;42.802;40.033;40.214;39.148
814901;Olost;42.802;40.033;40.214;39.148
814901001;Olost;42.802;40.033;40.214;39.148
17114;Olot;41.407;39.533;38.190;36.764
1711401;Olot;40.480;38.394;37.096;35.828
1711401001;Olot;29.373;28.291;26.370;25.113
1711401002;Olot;37.206;35.892;35.027;35.081
1711401003;Olot;54.613;49.807;49.674;47.609
1711401004;Olot;60.180;53.139;53.415;49.418
1711401005;Olot;48.171;46.837;44.404;42.750
1711401006;Olot;33.070;31.869;30.501;29.961
1711401007;Olot;36.690;35.879;33.729;33.243
1711402;Olot;39.542;38.145;37.158;35.468
1711402001;Olot;43.351;41.869;40.767;38.880
1711402002;Olot;42.897;40.737;40.097;39.056
1711402003;Olot;34.545;33.868;33.088;30.486
1711402004;Olot;36.552;34.938;33.470;31.765
1711402005;Olot;36.829;36.203;35.065;33.835
1711403;Olot;45.352;42.532;41.505;40.281
1711403001;Olot;37.759;36.123;34.439;33.072
1711403002;Olot;50.312;47.288;46.842;43.721
1711403003;Olot;44.409;41.377;40.206;40.564
1711404;Olot;34.971;33.320;31.560;30.872
1711404001;Olot;35.924;34.834;32.518;31.676
1711404002;Olot;34.314;32.284;30.915;30.322
1711405;Olot;46.665;44.843;43.028;41.032
1711405001;Olot;42.867;41.130;40.364;38.059
1711405002;Olot;50.535;48.816;45.838;43.130
1711405003;Olot;42.941;42.025;39.986;38.531
1711405004;Olot;52.450;49.117;47.638;45.780
25152;Oluges,;50.078;46.973;50.113;45.211
2515201;Oluges,;50.078;46.973;50.113;45.211
2515201001;Oluges,;50.078;46.973;50.113;45.211
4068;Olula;27.558;24.736;24.954;24.259
406801;Olula;27.558;24.736;24.954;24.259
406801001;Olula;27.558;24.736;24.954;24.259
4069;Olula;26.852;25.714;24.819;23.594
406901;Olula;26.852;25.714;24.819;23.594
406901001;Olula;28.504;27.489;26.721;24.411
406901002;Olula;26.702;25.258;24.215;23.648
406901003;Olula;27.290;26.468;25.496;24.426
406901004;Olula;26.001;24.033;22.638;22.491
406901005;Olula;25.206;24.613;24.418;22.369
8144;Olvan;34.359;33.634;32.408;30.985
814401;Olvan;34.359;33.634;32.408;30.985
814401001;Olvan;34.359;33.634;32.408;30.985
42134;Ólvega;37.352;36.007;34.709;32.796
4213401;Ólvega;37.352;36.007;34.709;32.796
4213401001;Ólvega;38.319;36.242;35.571;33.182
4213401002;Ólvega;36.571;35.814;34.013;32.493
22164;Olvena;.;.;.;.
2216401;Olvena;.;.;.;.
2216401001;Olvena;.;.;.;.
11024;Olvera;25.687;24.388;23.640;22.772
1102401;Olvera;20.762;19.667;18.936;18.479
1102401001;Olvera;20.762;19.667;18.936;18.479
1102402;Olvera;21.661;20.171;19.705;19.420
1102402001;Olvera;23.924;21.748;22.090;22.119
1102402002;Olvera;19.399;18.568;17.340;16.722
1102403;Olvera;26.042;26.076;25.350;22.769
1102403001;Olvera;26.042;26.076;25.350;22.769
1102404;Olvera;28.093;26.579;25.788;24.953
1102404001;Olvera;29.145;27.330;26.951;26.642
1102404002;Olvera;24.921;24.190;23.631;22.832
1102404003;Olvera;31.008;29.185;26.350;25.229
1102404004;Olvera;27.588;25.848; ; 
50194;Olvés;29.770;23.896;27.393;34.512
5019401;Olvés;29.770;23.896;27.393;34.512
5019401001;Olvés;29.770;23.896;27.393;34.512
24104;Omañas,;29.957;27.641;25.740;26.795
2410401;Omañas,;29.957;27.641;25.740;26.795
2410401001;Omañas,;29.957;27.641;25.740;26.795
25153;Omellons,;31.550;29.402;29.099;28.008
2515301;Omellons,;31.550;29.402;29.099;28.008
2515301001;Omellons,;31.550;29.402;29.099;28.008
25154;Omells;31.509;28.484;27.196;24.299
2515401;Omells;31.509;28.484;27.196;24.299
2515401001;Omells;31.509;28.484;27.196;24.299
42135;Oncala;.;.;.;.
4213501;Oncala;.;.;.;.
4213501001;Oncala;.;.;.;.
12084;Onda;34.191;32.713;31.257;29.745
1208401;Onda;38.947;37.821;36.341;35.214
1208401001;Onda;46.320;43.813;42.178;40.898
1208401002;Onda;34.902;33.919;32.216;31.827
1208401003;Onda;37.874;37.514;37.238;35.311
1208401004;Onda;38.125;37.251;35.039;34.165
1208402;Onda;32.871;31.312;29.419;27.901
1208402001;Onda;31.715;30.043;28.638;26.858
1208402002;Onda;32.644;30.628;28.783;27.147
1208402003;Onda;31.769;31.256;28.538;26.831
1208402004;Onda;28.390;27.172;25.804;24.497
1208402005;Onda;30.892;29.471;27.685;26.992
1208402006;Onda;40.526;38.981;36.452;34.757
1208402007;Onda;31.918;29.856;28.340;26.723
1208403;Onda;30.005;28.269;27.926;25.832
1208403001;Onda;36.551;34.642;33.823;31.628
1208403002;Onda;22.965;21.865;21.730;19.955
1208403003;Onda;28.440;26.573;24.470;22.619
3095;Ondara;27.911;26.480;25.421;23.919
309501;Ondara;27.911;26.480;25.421;23.919
309501001;Ondara;30.579;27.982;27.779;25.657
309501002;Ondara;27.103;26.552;24.403;23.393
309501003;Ondara;25.256;24.318;23.897;21.758
309501004;Ondara;27.849;26.938;26.025;24.777
309501005;Ondara;30.281;28.540;27.242;25.726
309501006;Ondara;26.369;24.297;23.340;22.036
48073;Ondarroa;41.955;38.798;37.219;35.977
4807301;Ondarroa;44.919;39.167;37.446;35.900
4807301001;Ondarroa;34.945;36.736;33.353;33.067
4807301002;Ondarroa;38.624;38.231;36.754;36.290
4807301003;Ondarroa;64.985;43.477;43.975;39.560
4807302;Ondarroa;39.508;38.351;37.181;35.912
4807302001;Ondarroa;35.462;34.682;34.682;33.542
4807302002;Ondarroa;42.471;40.855;39.658;38.237
4807302003;Ondarroa;38.548;37.621;36.014;34.803
4807303;Ondarroa;41.515;39.332;36.547;36.548
4807303001;Ondarroa;41.515;39.332;36.547;36.548
3096;Onil;31.062;29.255;27.671;26.465
309601;Onil;31.062;29.255;27.671;26.465
309601001;Onil;38.173;37.195;34.640;33.467
309601002;Onil;32.494;30.549;28.649;26.874
309601003;Onil;31.972;30.516;29.651;27.831
309601004;Onil;25.248;22.886;21.756;21.686
309601006;Onil;31.868;29.802;27.619;26.285
309601007;Onil;30.958;29.885;28.773;27.080
309601008;Onil;29.564;27.179;25.795;24.405
33043;Onís;23.600;21.475;20.772;19.595
3304301;Onís;23.600;21.475;20.772;19.595
3304301001;Onís;23.600;21.475;20.772;19.595
45123;Ontígola;34.642;33.944;32.729;32.043
4512301;Ontígola;34.642;33.944;32.729;32.043
4512301001;Ontígola;31.050;30.001;28.767;27.796
4512301002;Ontígola;37.732;37.341;36.135;35.707
46184;Ontinyent;32.041;30.012;29.048;27.950
4618401;Ontinyent;26.224;25.107;23.906;22.926
4618401001;Ontinyent;24.678;22.929;22.351;20.709
4618401002;Ontinyent;27.968;26.496;25.542;24.653
4618401003;Ontinyent;31.394;30.014;27.631;27.083
4618401004;Ontinyent;22.982;22.144;21.683;20.733
4618401005;Ontinyent;26.553;25.480;24.037;22.736
4618401006;Ontinyent;22.465;21.757;20.894;20.190
4618401007;Ontinyent;20.068;19.175;18.564;17.636
4618401008;Ontinyent;29.155;28.401;26.951;25.914
4618402;Ontinyent;40.210;35.944;34.908;33.459
4618402001;Ontinyent;21.073;20.725;19.518;18.093
4618402003;Ontinyent;22.361;21.302;20.306;19.586
4618402005;Ontinyent;36.987;34.699;33.283;33.048
4618402006;Ontinyent;70.139;55.989;55.714;53.247
4618402007;Ontinyent;47.526;44.762;44.485;42.582
4618402008;Ontinyent;28.928;27.956;26.837;25.442
4618403;Ontinyent;31.808;30.261;29.511;28.530
4618403001;Ontinyent;23.641;21.574;21.464;21.303
4618403002;Ontinyent;20.634;20.049;19.068;18.609
4618403003;Ontinyent;26.110;24.604;24.020;23.525
4618403004;Ontinyent;30.743;29.115;27.424;26.448
4618403005;Ontinyent;30.685;29.583;28.371;28.274
4618403006;Ontinyent;39.076;35.383;35.589;35.359
4618403007;Ontinyent;34.974;34.900;33.611;32.664
4618403008;Ontinyent;33.128;31.552;31.098;28.684
4618403009;Ontinyent;38.366;36.057;35.661;34.243
4618403010;Ontinyent;34.603;33.071;31.249;30.701
4618403011;Ontinyent;32.893;31.381;31.475;30.311
4618403012;Ontinyent;30.561;28.935;27.521;26.941
4618403013;Ontinyent;31.600;30.927;31.862;28.268
22165;Ontiñena;34.852;34.882;29.476;30.177
2216501;Ontiñena;34.852;34.882;29.476;30.177
2216501001;Ontiñena;34.852;34.882;29.476;30.177
2056;Ontur;23.299;21.358;20.624;19.677
205601;Ontur;23.303;21.280;21.051;20.278
205601001;Ontur;23.303;21.280;21.051;20.278
205602;Ontur;23.297;21.419;20.297;19.222
