;;2018;2017;2016;2015
205602001;Ontur;23.297;21.419;20.297;19.222
24105;Onzonilla;32.666;31.765;30.846;30.102
2410501;Onzonilla;32.666;31.765;30.846;30.102
2410501001;Onzonilla;32.666;31.765;30.846;30.102
9238;Oña;30.001;27.918;27.244;28.094
923801;Oña;30.001;27.918;27.244;28.094
923801001;Oña;30.001;27.918;27.244;28.094
20059;Oñati;50.839;49.442;49.702; 
2005901;Oñati;50.165;48.871;49.255; 
2005901001;Oñati;53.496;51.268;53.261; 
2005901002;Oñati;49.671;47.208;48.943; 
2005901003;Oñati;44.318;44.220;45.789; 
2005901004;Oñati;42.942;41.850;42.323; 
2005901005;Oñati;47.666;45.807;44.871; 
2005901006;Oñati;54.782;53.863;54.328; 
2005901007;Oñati;53.897;52.929;51.242; 
2005902;Oñati;54.346;52.537;52.099; 
2005902001;Oñati;54.346;52.537;52.099; 
9239;Oquillas;.;.;.;.
923901;Oquillas;.;.;.;.
923901001;Oquillas;.;.;.;.
3097;Orba;25.493;24.772;23.217;23.876
309701;Orba;25.493;24.772;23.217;23.876
309701001;Orba;25.493;24.772;23.217;23.876
37224;Orbada,;30.187;28.150;28.744;27.755
3722401;Orbada,;30.187;28.150;28.744;27.755
3722401001;Orbada,;30.187;28.150;28.744;27.755
31195;Orbaizeta; ; ; ; 
3119501;Orbaizeta; ; ; ; 
3119501001;Orbaizeta; ; ; ; 
9241;Orbaneja;35.630;34.785;32.763;33.524
924101;Orbaneja;35.630;34.785;32.763;33.524
924101001;Orbaneja;35.630;34.785;32.763;33.524
31196;Orbara; ; ; ; 
3119601;Orbara; ; ; ; 
3119601001;Orbara; ; ; ; 
5174;Orbita;.;.;.;.
517401;Orbita;.;.;.;.
517401001;Orbita;.;.;.;.
50195;Orcajo;.;.;.;.
5019501;Orcajo;.;.;.;.
5019501001;Orcajo;.;.;.;.
18146;Orce;19.767;18.615;18.207;18.511
1814601;Orce;19.767;18.615;18.207;18.511
1814601001;Orce;19.767;18.615;18.207;18.511
23065;Orcera;22.691;22.211;21.468;20.831
2306501;Orcera;20.162;19.828;19.027;18.111
2306501001;Orcera;20.162;19.828;19.027;18.111
2306502;Orcera;25.507;24.837;24.133;23.836
2306502001;Orcera;25.507;24.837;24.133;23.836
15059;Ordes;32.492;31.005;29.643;29.407
1505901;Ordes;31.628;30.170;28.799;28.664
1505901001;Ordes;30.455;28.757;27.626;27.861
1505901002;Ordes;33.523;32.607;31.470;30.593
1505901003;Ordes;31.707;29.765;28.066;27.771
1505901004;Ordes;34.365;31.268;30.465;29.389
1505901005;Ordes;29.607;28.784;28.004;27.788
1505901006;Ordes;30.341;29.832;27.091;28.701
1505902;Ordes;36.241;34.416;32.790;32.420
1505902001;Ordes;35.454;34.018;31.758;32.164
1505902002;Ordes;37.050;34.827;33.890;32.694
1505903;Ordes;32.906;31.531;30.402;29.845
1505903001;Ordes;32.643;32.257;30.629;30.437
1505903002;Ordes;33.082;31.240;30.313;29.610
19203;Ordial,;.;.;.;.
1920301;Ordial,;.;.;.;.
1920301001;Ordial,;.;.;.;.
17115;Ordis;49.454;46.011;43.813;43.248
1711501;Ordis;49.454;46.011;43.813;43.248
1711501001;Ordis;49.454;46.011;43.813;43.248
20076;Ordizia;46.002;43.972;43.085; 
2007601;Ordizia;46.002;43.972;43.085; 
2007601001;Ordizia;38.710;37.564;37.061; 
2007601002;Ordizia;36.219;35.828;34.902; 
2007601003;Ordizia;45.820;41.989;41.653; 
2007601004;Ordizia;54.099;53.829;52.464; 
2007601005;Ordizia;41.951;40.733;38.890; 
2007601006;Ordizia;42.356;39.956;40.067; 
2007601008;Ordizia;59.790;56.374;55.787; 
19204;Orea;27.161;28.405;24.545;26.132
1920401;Orea;27.161;28.405;24.545;26.132
1920401001;Orea;27.161;28.405;24.545;26.132
40150;Orejana;.;.;.;.
4015001;Orejana;.;.;.;.
4015001001;Orejana;.;.;.;.
6096;Orellana;18.422;18.836;18.608;18.766
609601;Orellana;18.422;18.836;18.608;18.766
609601001;Orellana;18.422;18.836;18.608;18.766
6097;Orellana;25.233;24.546;23.742;23.426
609701;Orellana;25.233;24.546;23.742;23.426
609701001;Orellana;25.661;25.349;24.463;24.680
609701002;Orellana;24.674;23.497;22.797;21.810
20905;Orendain;51.951;50.637;46.180; 
2090501;Orendain;51.951;50.637;46.180; 
2090501001;Orendain;51.951;50.637;46.180; 
50196;Orera;34.057;31.002;31.364;30.932
5019601;Orera;34.057;31.002;31.364;30.932
5019601001;Orera;34.057;31.002;31.364;30.932
50197;Orés;31.286;27.901;29.405;27.694
5019701;Orés;31.286;27.901;29.405;27.694
5019701001;Orés;31.286;27.901;29.405;27.694
20060;Orexa;38.200;39.764;40.134; 
2006001;Orexa;38.200;39.764;40.134; 
2006001001;Orexa;38.200;39.764;40.134; 
25155;Organyà;31.010;30.362;28.248;28.072
2515501;Organyà;31.010;30.362;28.248;28.072
2515501001;Organyà;31.010;30.362;28.248;28.072
45124;Orgaz;29.101;27.709;26.747;25.635
4512401;Orgaz;27.682;26.798;25.825;24.974
4512401001;Orgaz;27.682;26.798;25.825;24.974
4512402;Orgaz;29.897;28.208;27.262;26.003
4512402001;Orgaz;29.897;28.208;27.262;26.003
18147;Órgiva;22.438;21.354;21.096;20.410
1814701;Órgiva;21.699;21.093;20.776;20.039
1814701001;Órgiva;22.115;21.420;21.252;20.535
1814701002;Órgiva;21.198;20.682;20.204;19.421
1814702;Órgiva;23.242;21.639;21.452;20.818
1814702001;Órgiva;23.242;21.639;21.452;20.818
4070;Oria;22.670;20.055;19.066;19.120
407001;Oria;25.071;21.563;20.563;21.275
407001001;Oria;25.071;21.563;20.563;21.275
407002;Oria;19.036;17.738;16.836;16.007
407002001;Oria;19.036;17.738;16.836;16.007
3099;Orihuela;27.253;26.086;24.876;24.171
309901;Orihuela;34.149;32.724;31.422;30.060
309901001;Orihuela;42.311;42.731;40.010;37.769
309901002;Orihuela;30.233;28.842;28.683;26.875
309901003;Orihuela;32.139;29.272;28.360;27.048
309901004;Orihuela;30.862;28.834;27.503;27.902
309902;Orihuela;39.362;38.654;37.449;35.571
309902001;Orihuela;43.016;42.049;44.210;39.293
309902002;Orihuela;44.467;43.438;42.107;41.853
309902003;Orihuela;40.144;41.422;37.521;35.382
309902004;Orihuela;32.820;31.906;30.388;29.123
309902005;Orihuela;41.900;40.634;39.731;37.506
309902006;Orihuela;38.621;37.391;37.327;35.407
309902007;Orihuela;35.563;34.081;32.626;32.060
309903;Orihuela;23.272;22.030;20.900;20.006
309903001;Orihuela;25.447;24.097;23.175;22.019
309903002;Orihuela;25.479;23.960;22.773;22.123
309903003;Orihuela;18.325;17.514;16.368;15.443
309904;Orihuela;31.016;28.926;28.273;26.266
309904001;Orihuela;36.955;30.680;30.205;27.420
309904002;Orihuela;33.518;31.414;31.182;29.156
309904003;Orihuela;20.102;19.626;18.245;18.424
309904004;Orihuela;35.925;33.946;33.308;31.224
309904005;Orihuela;28.590;28.170;27.274;24.884
309904006;Orihuela;32.430;30.288;29.829;26.862
309905;Orihuela;19.350;18.282;17.116;17.378
309905001;Orihuela;18.280;17.723;16.475;18.452
309905002;Orihuela;25.476;24.066;22.122;21.605
309905003;Orihuela;19.072;17.726;16.632;16.823
309905004;Orihuela;17.775;17.004;16.022;16.349
309906;Orihuela;26.544;25.274;23.950;23.301
309906001;Orihuela;29.782;27.600;26.386;25.103
309906002;Orihuela;27.868;26.452;24.281;23.704
309906003;Orihuela;24.979;23.685;23.060;22.553
309906004;Orihuela;24.817;23.667;21.949;21.522
309906005;Orihuela;29.987;29.922;28.414;27.742
309906006;Orihuela;26.860;25.367;23.720;23.159
309906007;Orihuela;21.411;20.977;20.759;20.263
309907;Orihuela;26.567;25.236;24.164;23.666
309907001;Orihuela;27.124;25.366;24.152;24.453
309907002;Orihuela;27.989;25.958;24.642;23.621
309907003;Orihuela;23.764;22.770;21.903;21.058
309907004;Orihuela;27.446;26.425;25.133;23.858
309907005;Orihuela;26.932;25.557;24.894;24.126
309907006;Orihuela;25.371;24.837;23.586;23.783
309908;Orihuela;28.111;26.893;25.459;24.340
309908001;Orihuela;37.522;36.978;33.899;32.986
309908002;Orihuela;28.658;26.505;25.846;24.575
309908003;Orihuela;24.704;23.118;22.424;21.606
309908004;Orihuela;27.724;27.098;25.349;24.174
309908005;Orihuela;24.002;22.435;21.468;20.225
44174;Orihuela;28.911;27.424;27.266;28.164
4417401;Orihuela;28.911;27.424;27.266;28.164
4417401001;Orihuela;28.911;27.424;27.266;28.164
20061;Orio;47.211;44.627;43.586; 
2006101;Orio;47.211;44.627;43.586; 
2006101001;Orio;49.006;45.539;44.478; 
2006101002;Orio;43.058;39.997;40.425; 
2006101003;Orio;48.283;46.737;44.818; 
8150;Orís;47.054;44.068;42.381;39.631
815001;Orís;47.054;44.068;42.381;39.631
815001001;Orís;47.054;44.068;42.381;39.631
31197;Orísoain; ; ; ; 
3119701;Orísoain; ; ; ; 
3119701001;Orísoain; ; ; ; 
8151;Oristà;48.161;46.552;44.326;41.143
815101;Oristà;48.161;46.552;44.326;41.143
815101001;Oristà;48.161;46.552;44.326;41.143
31906;Orkoien; ; ; ; 
3190601;Orkoien; ; ; ; 
3190601001;Orkoien; ; ; ; 
3190601002;Orkoien; ; ; ; 
20062;Ormaiztegi;45.938;47.065;47.134; 
2006201;Ormaiztegi;45.938;47.065;47.134; 
2006201001;Ormaiztegi;45.938;47.065;47.134; 
31198;Oronz/Orontze; ; ; ; 
3119801;Oronz/Orontze; ; ; ; 
3119801001;Oronz/Orontze; ; ; ; 
45125;Oropesa;27.164;25.954;25.808;24.558
4512501;Oropesa;26.182;24.913;24.794;23.126
4512501001;Oropesa;26.182;24.913;24.794;23.126
4512502;Oropesa;28.643;27.490;27.270;26.604
4512502001;Oropesa;28.643;27.490;27.270;26.604
12085;Oropesa;28.311;26.867;26.718;24.092
1208501;Oropesa;28.311;26.867;26.718;24.092
1208501001;Oropesa;22.447;20.999;19.832;19.352
1208501002;Oropesa;24.328;23.191;22.191;21.676
1208501003;Oropesa;38.088;36.548;37.813;31.236
1208501004;Oropesa;23.666;21.844;21.348;20.637
15060;Oroso;34.406;33.117;31.647;30.673
1506001;Oroso;34.418;33.131;31.660;30.700
1506001001;Oroso;32.471;31.159;29.933;28.324
1506001002;Oroso;35.982;35.157;33.120;33.412
1506001003;Oroso;40.891;38.855;37.161;37.526
1506001004;Oroso;40.807;38.715;37.726;36.074
1506001005;Oroso;29.796;29.163;27.388;26.333
1506002;Oroso;34.306;33.003;31.545;30.473
1506002001;Oroso;34.306;33.003;31.545;30.473
38026;Orotava,;31.611;30.022;28.903;27.875
3802601;Orotava,;38.429;37.859;36.378;36.085
3802601001;Orotava,;40.356;39.798;37.943;37.934
3802601002;Orotava,;41.681;41.056;38.344;38.176
3802601004;Orotava,;33.750;33.204;33.118;32.473
3802602;Orotava,;29.486;28.058;27.516;26.423
3802602001;Orotava,;30.226;29.148;28.483;27.296
3802602002;Orotava,;27.033;25.657;25.024;24.138
3802602003;Orotava,;31.336;29.088;28.764;27.046
3802602004;Orotava,;27.813;27.185;26.598;26.492
3802603;Orotava,;31.970;30.559;29.504;28.339
3802603001;Orotava,;28.194;27.338;26.175;25.716
3802603002;Orotava,;29.416;27.484;26.197;25.742
3802603003;Orotava,;42.188;40.535;40.446;38.589
3802603004;Orotava,;28.842;27.057;25.355;24.544
3802603005;Orotava,;26.572;26.071;25.023;23.787
3802603006;Orotava,;34.487;33.785;32.444;30.860
3802603007;Orotava,;28.648; ; ; 
3802604;Orotava,;38.497;35.543;34.556;33.660
3802604001;Orotava,;39.672;37.856;37.560;37.458
3802604002;Orotava,;34.214;33.500;30.974;29.614
3802604003;Orotava,;48.866;38.254;37.533;35.105
3802604004;Orotava,;26.600;24.812;24.661;23.080
3802604005;Orotava,;39.169;37.122;35.610;35.129
3802605;Orotava,;26.486;25.040;23.739;22.671
3802605001;Orotava,;27.786;26.685;24.977;23.726
3802605002;Orotava,;28.187;27.508;26.076;24.242
3802605003;Orotava,;27.127;24.868;23.844;23.018
3802605004;Orotava,;20.107;18.983;19.017;18.229
3802605005;Orotava,;28.201;26.504;24.380;23.586
3802606;Orotava,;24.762;23.269;21.826;20.403
3802606001;Orotava,;24.590;24.366;22.467;20.794
3802606002;Orotava,;24.020;22.649;21.341;20.044
3802606003;Orotava,;23.798;22.223;21.171;19.875
3802606004;Orotava,;26.667;24.311;22.595;21.074
31199;Oroz-Betelu/Orotz-Betelu; ; ; ; 
3119901;Oroz-Betelu/Orotz-Betelu; ; ; ; 
3119901001;Oroz-Betelu/Orotz-Betelu; ; ; ; 
48075;Orozko;43.699;42.242;41.159;40.391
4807501;Orozko;43.699;42.242;41.159;40.391
4807501001;Orozko;43.901;42.750;41.159;40.391
4807501002;Orozko;43.514;41.777; ; 
8152;Orpí;45.957;41.640;39.682;37.142
815201;Orpí;45.957;41.640;39.682;37.142
815201001;Orpí;45.957;41.640;39.682;37.142
31211;Orreaga/Roncesvalles; ; ; ; 
3121101;Orreaga/Roncesvalles; ; ; ; 
3121101001;Orreaga/Roncesvalles; ; ; ; 
44175;Orrios;30.860;30.447;27.244;27.361
4417501;Orrios;30.860;30.447;27.244;27.361
4417501001;Orrios;30.860;30.447;27.244;27.361
8153;Òrrius;47.309;45.992;46.592;45.717
815301;Òrrius;47.309;45.992;46.592;45.717
815301001;Òrrius;47.309;45.992;46.592;45.717
26112;Ortigosa;32.905;32.980;30.794;29.522
2611201;Ortigosa;32.905;32.980;30.794;29.522
2611201001;Ortigosa;32.905;32.980;30.794;29.522
40151;Ortigosa;.;.;.;.
4015101;Ortigosa;.;.;.;.
4015101001;Ortigosa;.;.;.;.
40901;Ortigosa;38.245;37.764;38.298;35.477
4090101;Ortigosa;38.245;37.764;38.298;35.477
4090101001;Ortigosa;38.245;37.764;38.298;35.477
15061;Ortigueira;25.345;24.564;23.752;23.403
1506101;Ortigueira;27.449;26.236;25.208;25.066
1506101001;Ortigueira;27.304;26.273;25.377;25.679
1506101002;Ortigueira;30.386;29.482;27.670;27.788
1506101003;Ortigueira;24.875;22.961;22.304;20.889
1506102;Ortigueira;23.896;23.544;22.931;22.316
1506102001;Ortigueira;24.389;24.720;24.736;23.748
1506102002;Ortigueira;23.036;22.070;21.509;21.466
1506102003;Ortigueira;24.302;23.947;22.518;21.721
1506103;Ortigueira;22.885;22.399;21.811;21.494
1506103001;Ortigueira;21.495;21.549;20.739;19.962
1506103002;Ortigueira;24.271;23.263;22.887;23.017
48083;Ortuella;35.719;34.138;33.727;33.342
4808301;Ortuella;34.560;33.097;32.631;32.548
4808301001;Ortuella;38.636;36.636;37.566;37.532
4808301002;Ortuella;33.158;32.143;31.004;31.395
4808301003;Ortuella;29.139;28.090;28.246;27.729
4808301004;Ortuella;34.350;32.572;31.557;31.382
4808301005;Ortuella;37.208;35.699;35.362;35.048
4808302;Ortuella;43.489;40.989;41.038;38.587
4808302001;Ortuella;43.489;40.989;41.038;38.587
28102;Orusco;27.588;27.189;25.811;25.909
2810201;Orusco;27.588;27.189;25.811;25.909
2810201001;Orusco;27.588;27.189;25.811;25.909
3098;Orxeta;25.431;24.087;22.887;23.340
309801;Orxeta;25.431;24.087;22.887;23.340
309801001;Orxeta;25.431;24.087;22.887;23.340
25156;Os;38.390;35.735;36.117;35.130
2515601;Os;38.390;35.735;36.117;35.130
2515601001;Os;38.390;35.735;36.117;35.130
16145;Osa;18.018;16.908;16.184;15.710
1614501;Osa;18.018;16.908;16.184;15.710
1614501001;Osa;18.018;16.908;16.184;15.710
50198;Oseja;.;.;.;.
5019801;Oseja;.;.;.;.
5019801001;Oseja;.;.;.;.
24106;Oseja;25.571;24.126;24.904;24.213
2410601;Oseja;25.571;24.126;24.904;24.213
2410601001;Oseja;25.571;24.126;24.904;24.213
50199;Osera;36.295;33.646;30.183;30.744
5019901;Osera;36.295;33.646;30.183;30.744
5019901001;Osera;36.295;33.646;30.183;30.744
5175;Oso,;26.122;25.432;27.940;24.885
517501;Oso,;26.122;25.432;27.940;24.885
517501001;Oso,;26.122;25.432;27.940;24.885
17116;Osor;32.473;31.049;29.830;28.933
1711601;Osor;32.473;31.049;29.830;28.933
1711601001;Osor;32.473;31.049;29.830;28.933
34116;Osornillo;.;.;.;.
3411601;Osornillo;.;.;.;.
3411601001;Osornillo;.;.;.;.
34901;Osorno;32.772;30.962;30.597;29.791
3490101;Osorno;32.772;30.962;30.597;29.791
3490101001;Osorno;32.772;30.962;30.597;30.429
3490101002;Osorno; ; ; ;29.248
2057;Ossa;23.182;22.011;21.159;19.989
205701;Ossa;23.182;22.011;21.159;19.989
205701001;Ossa;23.318;21.555;21.409;20.165
205701002;Ossa;23.037;22.501;20.894;19.802
22167;Osso;32.875;31.992;30.354;30.046
2216701;Osso;32.875;31.992;30.354;30.046
2216701001;Osso;32.875;31.992;30.354;30.046
25157;Ossó;65.134;38.671;38.817;39.920
2515701;Ossó;65.134;38.671;38.817;39.920
2515701001;Ossó;65.134;38.671;38.817;39.920
41068;Osuna;27.705;26.273;25.746;24.825
4106801;Osuna;28.396;27.010;26.839;25.852
4106801001;Osuna;25.435;24.793;23.691;22.748
4106801002;Osuna;40.076;38.180;39.582;38.207
4106801003;Osuna;21.603;20.102;19.509;18.986
4106802;Osuna;33.798;32.274;33.215;30.724
4106802001;Osuna;36.598;35.521;37.672;34.533
4106802002;Osuna;29.914;27.867;27.210;25.747
4106803;Osuna;30.038;28.852;28.319;27.650
4106803001;Osuna;39.619;37.392;37.688;37.335
4106803002;Osuna;24.549;23.966;22.767;22.056
4106804;Osuna;25.921;24.434;23.442;22.672
4106804001;Osuna;25.156;24.095;22.821;22.300
4106804002;Osuna;24.949;23.323;22.200;21.602
4106804003;Osuna;27.734;25.890;25.351;24.147
4106805;Osuna;24.817;23.238;22.370;21.831
4106805001;Osuna;28.544;27.132;25.671;25.419
4106805002;Osuna;23.844;22.125;21.503;20.880
4106805003;Osuna;23.628;22.244;21.325;20.703
31200;Oteiza; ; ; ; 
3120001;Oteiza; ; ; ; 
3120001001;Oteiza; ; ; ; 
45126;Otero;23.883;24.932;22.966;22.298
4512601;Otero;23.883;24.932;22.966;22.298
4512601001;Otero;23.883;24.932;22.966;22.298
49139;Otero;23.735;23.095;21.569;21.537
4913901;Otero;23.735;23.095;21.569;21.537
4913901001;Otero;23.735;23.095;21.569;21.537
40152;Otero;31.721;29.893;28.961;28.865
4015201;Otero;31.721;29.893;28.961;28.865
4015201001;Otero;31.721;29.893;28.961;28.865
18148;Otívar;24.309;22.829;20.987;20.907
1814801;Otívar;24.309;22.829;20.987;20.907
1814801001;Otívar;24.309;22.829;20.987;20.907
46185;Otos;28.997;26.318;24.928;24.040
4618501;Otos;28.997;26.318;24.928;24.040
4618501001;Otos;28.997;26.318;24.928;24.040
48072;Otxandio;39.487;39.765;38.834;37.628
4807201;Otxandio;39.487;39.765;38.834;37.628
4807201001;Otxandio;39.487;39.765;38.834;37.628
32054;Ourense;34.171;33.342;32.875;32.037
3205401;Ourense;46.241;45.339;44.912;43.511
3205401001;Ourense;39.789;39.317;54.374;37.510
3205401002;Ourense;53.234;54.903;50.739;50.272
3205401003;Ourense;55.911;53.245;52.762;50.992
3205401004;Ourense;73.513;72.585;66.281;61.880
3205401005;Ourense;55.715;54.512;52.504;52.496
3205401006;Ourense;59.106;58.988;56.919;56.298
3205401007;Ourense;49.440;48.335;48.502;46.989
3205401008;Ourense;40.685;41.445;42.353;40.968
3205401009;Ourense;52.590;51.966;51.815;49.463
3205401010;Ourense;51.347;50.178;50.714;50.105
3205401011;Ourense;40.513;38.318;37.695;37.825
3205401012;Ourense;34.471;33.599;33.010;31.410
3205401013;Ourense;32.921;31.454;30.869;30.442
3205401014;Ourense;29.373;28.342;27.582;27.662
3205401015;Ourense;37.588;35.586;35.817;35.069
3205401016;Ourense;41.490;40.816;39.699;37.886
3205401017;Ourense;58.634;56.164;56.646;57.568
3205401018;Ourense;44.448;43.426;40.697;44.384
3205402;Ourense;31.926;31.035;31.185;29.527
3205402001;Ourense;27.687;27.350;35.140;26.298
3205402002;Ourense;30.344;29.232;27.882;28.230
3205402003;Ourense;36.446;35.205;36.397;34.814
3205402004;Ourense;35.138;34.828;33.867;32.347
3205402005;Ourense;33.150;32.409;31.211;29.587
3205402006;Ourense;26.718;25.671;24.988;24.071
3205402007;Ourense;26.136;25.614;25.597;24.645
3205402008;Ourense;32.979;30.692;30.848;30.895
3205402009;Ourense;31.679;31.374;30.800;29.493
3205402010;Ourense;31.604;30.376;29.480;29.082
3205402011;Ourense;39.328;38.068;36.013;35.677
3205403;Ourense;32.800;31.986;31.270;30.738
3205403001;Ourense;43.013;42.297;42.111;40.611
3205403002;Ourense;28.932;28.928;28.606;28.605
3205403003;Ourense;26.184;25.564;24.400;23.979
3205403004;Ourense;38.225;37.530;36.036;35.052
3205403005;Ourense;38.886;37.589;36.370;37.144
3205403006;Ourense;31.898;32.723;31.707;30.605
3205403007;Ourense;27.560;27.568;26.111;25.531
3205403008;Ourense;37.011;35.016;33.798;33.793
3205403009;Ourense;27.246;26.126;26.330;26.003
3205403010;Ourense;26.662;25.849;24.822;24.934
3205403011;Ourense;27.977;27.462;25.971;26.067
3205403012;Ourense;29.656;29.044;28.482;27.400
3205403013;Ourense;45.069;43.412;42.498;40.527
3205403014;Ourense;33.076;32.269;33.245;32.519
3205403015;Ourense;33.070;31.803;31.517;31.263
3205403016;Ourense;30.018;29.527;30.078;28.400
3205403017;Ourense;25.328;24.815;23.097;23.602
3205404;Ourense;29.920;29.421;28.982;28.556
3205404002;Ourense;29.114;28.284;28.291;27.746
3205404003;Ourense;32.194;31.646;30.720;30.718
3205404004;Ourense;28.661;28.857;28.386;27.787
3205404005;Ourense;35.523;34.811;33.507;33.248
3205404006;Ourense;29.853;30.176;28.605;28.423
3205404007;Ourense;24.178;23.441;23.189;23.868
3205404008;Ourense;33.590;33.676;31.949;32.168
3205404009;Ourense;34.464;33.745;33.680;32.034
3205404010;Ourense;31.044;30.706;31.248;30.775
3205404011;Ourense;22.537;22.165;22.413;22.334
3205404012;Ourense;25.193;25.641;25.669;25.278
3205404013;Ourense;25.250;23.864;24.147;23.335
3205404014;Ourense;26.358;25.694;25.626;24.945
3205404015;Ourense;29.758;29.102;28.487;28.263
3205405;Ourense;29.906;29.012;28.313;27.864
3205405001;Ourense;32.642;31.736;30.446;29.875
3205405002;Ourense;38.452;35.650;34.159;33.407
3205405003;Ourense;36.867;35.606;34.826;33.909
3205405004;Ourense;35.107;35.005;34.007;33.640
3205405005;Ourense;35.408;34.619;34.261;32.047
3205405006;Ourense;19.281;18.224;17.855;17.865
3205405008;Ourense;24.503;24.123;23.317;22.909
3205405009;Ourense;23.306;22.911;22.427;22.184
3205405010;Ourense;31.956;30.950;30.890;30.026
3205405011;Ourense;25.041;23.724;23.390;22.513
3205405012;Ourense;30.142;30.255;28.832;29.545
3205405013;Ourense;26.601;24.665;23.642;23.558
3205405014;Ourense;27.331;26.743;26.207;25.687
3205405015;Ourense;26.737;27.073;25.811;25.988
3205405016;Ourense;32.244;30.434;29.914;29.353
3205405017;Ourense;29.907;29.423;28.981;29.085
3205405018;Ourense;27.403;26.707;26.140;26.176
3205405019;Ourense;28.972;28.104;26.849;27.632
3205405020;Ourense;28.796;27.209;26.776;27.181
3205405021;Ourense;29.796;29.776;29.652;28.861
